date,ph,ec,tds,pss,c
02/19/2016 16:15:47,7.8487,55462.87891,29949.95508,36.778,24.75
02/19/2016 16:20:47,7.8519,55386.24219,29908.57031,36.721,24.75
02/19/2016 16:25:49,7.8559,55402.6875,29917.45117,36.732,24.76875
02/19/2016 16:30:50,7.8584,55372.94531,29901.38867,36.711,24.80625
02/19/2016 16:45:53,7.8666,55422.63281,29928.2207,36.749,24.81875
02/19/2016 16:50:54,7.869,55396.08594,29913.88477,36.73,24.84375
02/19/2016 17:00:56,7.8735,55364.48047,29896.81836,36.706,24.875
02/19/2016 17:05:57,7.8789,55387.26172,29909.11914,36.724,24.875
02/19/2016 17:15:59,7.8879,55393.83984,29912.67188,36.728,24.875
02/19/2016 17:21:00,7.8899,55455.92188,29946.19531,36.774,24.875
02/19/2016 17:26:01,7.893,55403.17969,29917.71484,36.736,24.875
02/19/2016 17:31:02,7.8985,55391.25391,29911.27734,36.727,24.875
02/19/2016 17:36:03,7.9017,55379.48438,29904.91992,36.717,24.86875
02/19/2016 17:41:04,7.9036,55388.71094,29909.90234,36.723,24.875
02/19/2016 17:46:05,7.9097,55388.03516,29909.53711,36.725,24.86875
02/19/2016 17:51:06,7.9131,55408.58203,29920.63281,36.74,24.8625
02/19/2016 17:56:07,7.9168,55418.24609,29925.85352,36.745,24.83125
02/19/2016 18:01:08,7.9178,55432.16016,29933.36328,36.756,24.8375
02/19/2016 18:06:09,7.9224,55378.90234,29904.60547,36.717,24.83125
02/19/2016 18:11:10,7.9262,55482.90625,29960.76953,36.794,24.8125
02/19/2016 18:16:11,7.9312,55461.03906,29948.96094,36.778,24.825
02/19/2016 18:21:12,7.9346,55444.94922,29940.27148,36.767,24.81875
02/19/2016 18:26:13,7.935,55482.05859,29960.31055,36.792,24.825
02/19/2016 18:31:14,7.9406,55428.72656,29931.51172,36.752,24.825
02/19/2016 18:36:15,7.9425,55423.54688,29928.71484,36.75,24.8125
02/19/2016 18:41:16,7.9435,55479.02734,29958.67188,36.792,24.8125
02/19/2016 18:46:17,7.9474,55401.80469,29916.97266,36.735,24.8125
02/19/2016 18:51:18,7.9493,55386.06641,29908.47461,36.721,24.8125
02/19/2016 18:56:19,7.9559,55383.69531,29907.19727,36.72,24.8125
02/19/2016 19:01:21,7.956,55426.50391,29930.30859,36.753,24.8125
02/19/2016 19:06:21,7.96,55438.87109,29936.98828,36.762,24.8
02/19/2016 19:11:22,7.9627,55378.84766,29904.57617,36.717,24.8125
02/19/2016 19:16:24,7.9635,55422.5625,29928.18359,36.748,24.80625
02/19/2016 19:21:24,7.9675,55398.66016,29915.27734,36.732,24.80625
02/19/2016 19:26:26,7.9676,55471.51953,29954.61719,36.786,24.79375
02/19/2016 19:31:27,7.9721,55416.87891,29925.11133,36.745,24.8
02/19/2016 19:36:28,7.9733,55438.22266,29936.63867,36.76,24.79375
02/19/2016 19:46:30,7.9801,55469.81641,29953.69727,36.784,24.7625
02/19/2016 19:51:31,7.9823,55404.41797,29918.38477,36.735,24.7875
02/19/2016 19:56:32,7.985,55486.46484,29962.68945,36.796,24.7625
02/19/2016 20:01:33,7.9892,55448.46484,29942.16797,36.767,24.78125
02/19/2016 20:06:34,8.0685,55498.44141,29969.1582,36.805,24.775
02/19/2016 20:16:36,8.1153,55451.51172,29943.81445,36.77,24.78125
02/19/2016 20:21:37,8.1154,55454.55859,29945.45898,36.772,24.7875
02/19/2016 20:26:38,8.1212,55472.52344,29955.16211,36.784,24.7625
02/19/2016 20:31:39,8.1223,55462.79297,29949.9082,36.777,24.7625
02/19/2016 20:36:40,8.1229,55459.80078,29948.29297,36.775,24.76875
02/19/2016 20:41:41,8.124,55478.30469,29958.2832,36.788,24.75625
02/19/2016 20:46:42,8.1232,55473.39453,29955.63086,36.787,24.7625
02/19/2016 20:56:44,8.1244,55463.19922,29950.12695,36.779,24.75625
02/19/2016 21:01:45,8.1277,55526.83203,29984.48828,36.826,24.75
02/19/2016 21:06:46,8.1275,55480.64063,29959.54492,36.792,24.7625
02/19/2016 21:11:47,8.1273,55482.81641,29960.7207,36.793,24.75
02/19/2016 21:16:48,8.13,55482.95703,29960.79492,36.792,24.75
02/19/2016 21:21:49,8.1309,55459.43359,29948.09375,36.776,24.75
02/19/2016 21:26:50,8.1282,55459.39844,29948.07422,36.776,24.75625
02/19/2016 21:31:51,8.1311,55441.30469,29938.30273,36.762,24.75
02/19/2016 21:36:52,8.1328,55455.19922,29945.80469,36.772,24.74375
02/19/2016 21:41:53,8.132,55466.72656,29952.03125,36.781,24.75
02/19/2016 21:51:55,8.1339,55468.41016,29952.94141,36.782,24.74375
02/19/2016 21:56:56,8.1344,55475.04688,29956.52344,36.786,24.75
02/19/2016 22:01:57,8.1367,55484.75781,29961.76758,36.793,24.74375
02/19/2016 22:06:58,8.1357,55464.75781,29950.96875,36.78,24.75
02/19/2016 22:11:59,8.1367,55473.3125,29955.58789,36.785,24.74375
02/19/2016 22:17:00,8.1358,55505.625,29973.03516,36.809,24.725
02/19/2016 22:22:01,8.137,55484.99609,29961.89648,36.795,24.74375
02/19/2016 22:27:02,8.1402,55453.98828,29945.1543,36.772,24.75
02/19/2016 22:32:03,8.1397,55463.08984,29950.06641,36.779,24.7375
02/19/2016 22:47:06,8.143,55497.67969,29968.74414,36.804,24.71875
02/19/2016 22:52:07,8.1428,55536.61328,29989.77148,36.832,24.7
02/19/2016 23:02:09,8.1442,55490.40234,29964.81445,36.798,24.7
02/19/2016 23:07:10,8.1466,55546.10547,29994.89648,36.84,24.7
02/19/2016 23:12:11,8.1501,55512.52344,29976.75977,36.815,24.69375
02/19/2016 23:17:12,8.1498,55500.22266,29970.11914,36.806,24.6875
02/19/2016 23:22:13,8.1495,55554.76563,29999.57227,36.846,24.70625
02/19/2016 23:27:14,8.1516,55493.32813,29966.39844,36.801,24.7
02/19/2016 23:32:15,8.1528,55551.99219,29998.07422,36.844,24.6875
02/19/2016 23:37:16,8.1549,55555.97656,30000.22656,36.847,24.6875
02/19/2016 23:42:17,8.1547,55562.07422,30003.51758,36.852,24.6875
02/19/2016 23:47:18,8.1568,55556.78906,30000.66406,36.848,24.6875
02/19/2016 23:52:19,8.1596,55519.01172,29980.26367,36.819,24.6875
02/19/2016 23:57:21,8.1589,55528.24219,29985.24805,36.826,24.6875
02/20/2016 00:02:21,8.1608,55503.73828,29972.01563,36.807,24.6875
02/20/2016 00:07:23,8.1615,55543.20703,29993.33008,36.839,24.6875
02/20/2016 00:12:23,8.1623,55518.99219,29980.25586,36.818,24.6875
02/20/2016 00:17:25,8.1633,55548.69141,29996.29102,36.841,24.6875
02/20/2016 00:22:25,8.166,55527.16016,29984.66406,36.826,24.6875
02/20/2016 00:27:27,8.1662,55497.52344,29968.66211,36.802,24.6875
02/20/2016 00:32:28,8.166,55531.09375,29986.78906,36.828,24.68125
02/20/2016 00:37:29,8.1649,55542.65625,29993.03516,36.838,24.6875
02/20/2016 00:42:30,8.1685,55487.83594,29963.42969,36.794,24.6625
02/20/2016 00:47:31,8.1666,55444.61328,29940.08984,36.763,24.65625
02/20/2016 00:57:33,8.1702,55546.99219,29995.37305,36.839,24.64375
02/20/2016 01:02:34,8.1738,55610.30469,30029.5625,36.887,24.625
02/20/2016 01:07:35,8.172,55596.08594,30021.88477,36.877,24.625
02/20/2016 01:12:36,8.1716,55562.16016,30003.56641,36.851,24.625
02/20/2016 01:17:37,8.1705,55523.21484,29982.5332,36.823,24.625
02/20/2016 01:27:39,8.1698,55561.94141,30003.44727,36.85,24.625
02/20/2016 01:32:40,8.1686,55556.16797,30000.32813,36.847,24.625
02/20/2016 01:37:41,8.1653,55572.55469,30009.17773,36.859,24.6125
02/20/2016 01:42:42,8.165,55549.00391,29996.46289,36.839,24.625
02/20/2016 01:47:43,8.1646,55515.71875,29978.48828,36.817,24.61875
02/20/2016 01:52:44,8.1657,55558.35938,30001.51172,36.848,24.61875
02/20/2016 01:57:45,8.1624,55560.85938,30002.86523,36.849,24.61875
02/20/2016 02:02:46,8.1621,55495.99219,29967.83594,36.8,24.6125
02/20/2016 02:07:47,8.16,55525.92188,29983.99414,36.823,24.6125
02/20/2016 02:12:48,8.1583,55522.35938,29982.07227,36.82,24.625
02/20/2016 02:17:49,8.1581,55531.10547,29986.79492,36.828,24.60625
02/20/2016 02:22:50,8.1581,55510.3125,29975.56836,36.811,24.6125
02/20/2016 02:27:51,8.1571,55538.03906,29990.54297,36.832,24.6
02/20/2016 02:37:53,8.15,55595.60156,30021.62305,36.876,24.6125
02/20/2016 02:42:54,8.1531,55596.3125,30022.00781,36.874,24.575
02/20/2016 02:47:55,8.151,55601.26172,30024.68164,36.879,24.575
02/20/2016 02:52:56,8.1488,55592.36328,30019.87695,36.872,24.5625
02/20/2016 02:57:57,8.1459,55587.22266,30017.09961,36.867,24.56875
02/20/2016 03:02:58,8.1448,55605.07813,30026.73828,36.881,24.5625
02/20/2016 03:07:59,8.1437,55587.49609,30017.24805,36.869,24.5625
02/20/2016 03:13:00,8.1414,55614.74219,30031.96094,36.887,24.5625
02/20/2016 03:18:01,8.1389,55621.14453,30035.41797,36.894,24.55
02/20/2016 03:23:02,8.1367,55611.58984,30030.25391,36.887,24.5625
02/20/2016 03:28:03,8.1362,55601.84766,30024.99414,36.88,24.5625
02/20/2016 03:33:04,8.1347,55625.96484,30038.01953,36.898,24.55
02/20/2016 03:38:05,8.1313,55626.28516,30038.19531,36.898,24.5375
02/20/2016 03:43:06,8.1301,55629.63281,30039.99805,36.9,24.55
02/20/2016 03:48:07,8.1253,55601.78125,30024.96289,36.878,24.5625
02/20/2016 03:53:08,8.122,55681.61328,30068.07031,36.938,24.5625
02/20/2016 03:58:09,8.1175,55579.40234,30012.87109,36.863,24.575
02/20/2016 04:08:11,8.1106,55602.75781,30025.48633,36.879,24.61875
02/20/2016 04:18:13,8.1029,55587.85156,30017.43945,36.87,24.625
02/20/2016 04:23:14,8.0999,55609.99609,30029.39648,36.887,24.6625
02/20/2016 04:28:15,8.0972,55612.26563,30030.62109,36.888,24.68125
02/20/2016 04:33:16,8.0933,55630.39453,30040.41016,36.903,24.6875
02/20/2016 04:38:17,8.089,55604.46875,30026.41211,36.883,24.6875
02/20/2016 04:43:18,8.0846,55586.85547,30016.90039,36.87,24.69375
02/20/2016 04:48:19,8.0834,55602.32422,30025.25586,36.883,24.725
02/20/2016 04:53:20,8.0799,55571.16406,30008.42773,36.86,24.75
02/20/2016 04:58:22,8.0734,55565.10938,30005.1582,36.855,24.75
02/20/2016 05:03:23,8.0699,55625.42578,30037.73047,36.901,24.75
02/20/2016 05:08:24,8.0663,55617.09766,30033.23047,36.894,24.75
02/20/2016 05:13:25,8.0641,55614.41016,30031.7793,36.89,24.76875
02/20/2016 05:18:26,8.0609,55584.85938,30015.82227,36.87,24.78125
02/20/2016 05:23:27,8.0558,55601.60156,30024.86523,36.883,24.80625
02/20/2016 05:28:28,8.0518,55629.60938,30039.98828,36.905,24.8125
02/20/2016 05:33:29,8.0497,55606.36328,30027.43359,36.886,24.8125
02/20/2016 05:43:31,8.0443,55662.52344,30057.76172,36.929,24.81875
02/20/2016 05:48:32,8.0401,55652.96875,30052.60352,36.921,24.825
02/20/2016 05:53:33,8.0365,55627.98047,30039.10742,36.902,24.85625
02/20/2016 05:58:44,8.0329,55616.67969,30033.00391,36.896,24.8625
02/20/2016 06:03:35,8.0329,55641.15625,30046.22266,36.912,24.86875
02/20/2016 06:08:36,8.0305,55622.80078,30036.3125,36.9,24.875
02/20/2016 06:18:38,8.0245,55708.62891,30082.6582,36.964,24.875
02/20/2016 06:28:40,8.0203,55672.04688,30062.9043,36.936,24.89375
02/20/2016 06:33:41,8.0178,55621.36328,30035.53516,36.9,24.89375
02/20/2016 06:43:54,8.0117,55555.10156,29999.75586,36.849,24.9375
02/20/2016 06:48:44,8.0087,55587.09375,30017.0293,36.874,24.93125
02/20/2016 06:53:45,8.0075,55544.91797,29994.25586,36.843,24.9375
02/20/2016 06:58:46,8.0045,55606.82031,30027.68164,36.889,24.9375
02/20/2016 07:03:47,8.0033,55571.97656,30008.86719,36.863,24.9375
02/20/2016 07:08:48,8.0008,55555.11328,29999.75977,36.85,24.9375
02/20/2016 07:18:50,7.9932,55613.01172,30031.02539,36.893,24.93125
02/20/2016 07:23:51,7.9908,55646.35547,30049.0293,36.917,24.93125
02/20/2016 07:28:52,7.9881,55608.43359,30028.55273,36.889,24.9375
02/20/2016 07:33:53,7.9859,55607.08594,30027.82422,36.887,24.9375
02/20/2016 07:38:54,7.9827,55623,30036.41797,36.9,24.9375
02/20/2016 07:43:55,7.9811,55669.57813,30061.57031,36.935,24.94375
02/20/2016 07:48:56,7.9783,55638.75,30044.92578,36.913,24.94375
02/20/2016 07:53:57,7.977,55663.04297,30058.04297,36.931,24.96875
02/20/2016 07:58:58,7.9732,55619.48828,30034.52344,36.9,24.98125
02/21/2016 02:09:52,8.0697,55555.85938,30000.16406,36.849,24.75
02/21/2016 02:14:53,8.0664,55539.20313,29991.17188,36.837,24.75
02/21/2016 02:19:54,8.0663,55517.02734,29979.19336,36.819,24.75
02/21/2016 02:24:55,8.0607,55331.61328,29879.06836,36.681,24.75
02/21/2016 02:29:56,8.0574,55256.65625,29838.5918,36.625,24.74375
02/21/2016 02:39:58,8.0517,55273.98828,29847.95313,36.635,24.7
02/21/2016 02:50:00,8.0433,55453.38281,29944.82422,36.77,24.69375
02/21/2016 02:55:01,8.0361,55441.71094,29938.52148,36.761,24.69375
02/21/2016 03:00:02,8.0326,55309.94922,29867.37109,36.662,24.6875
02/21/2016 03:25:07,8.02,54829.28906,29607.40039,36.3,24.61875
02/21/2016 03:30:08,8.0176,54811.91016,29598.42969,36.29,24.575
02/21/2016 03:40:10,8.0102,54742.61328,29561.00977,36.237,24.625
02/21/2016 03:45:11,8.005,54767.32031,29574.35352,36.257,24.625
02/21/2016 03:50:12,8.0021,54994.13281,29696.83008,36.426,24.65
02/21/2016 04:00:14,7.993,54924.5625,29659.26367,36.375,24.6875
02/21/2016 04:05:15,7.9915,55009.83594,29705.30859,36.438,24.6875
02/21/2016 04:10:16,7.9836,54947.27734,29671.52539,36.394,24.74375
02/21/2016 04:40:22,7.9595,54741.60938,29560.46875,36.241,24.8125
02/21/2016 04:50:24,7.9525,54860.87109,29624.86914,36.33,24.8125
02/21/2016 04:55:25,7.9489,54881.09375,29635.78906,36.344,24.8125
02/21/2016 05:00:26,7.9458,54942.83594,29669.13281,36.391,24.79375
02/21/2016 05:10:28,7.9411,54870.16016,29629.88672,36.336,24.75
02/21/2016 05:15:30,7.9362,54928.82813,29661.56445,36.379,24.75
02/21/2016 05:20:31,7.9332,54930.67578,29666.21875,36.386,24.75
02/21/2016 05:25:32,7.9314,54904.61328,29650.44141,36.363,24.73125
02/21/2016 05:40:35,7.9234,54974.52344,29686.24023,36.413,24.6875
02/21/2016 05:45:36,7.9206,54975.76172,29686.91016,36.412,24.6875
02/21/2016 05:50:37,7.918,54939.74609,29667.46094,36.385,24.6875
02/21/2016 05:55:38,7.9159,55019.66406,29710.61719,36.446,24.675
02/21/2016 06:10:41,7.9077,55102.23828,29755.20508,36.507,24.625
02/21/2016 06:15:42,7.9045,55112.33203,29760.6582,36.514,24.63125
02/21/2016 06:20:43,7.9021,55046.27344,29724.98633,36.464,24.625
02/21/2016 06:35:46,7.8955,54922.47266,29658.13281,36.373,24.625
02/21/2016 06:40:47,7.8946,54785.19531,29584.00586,36.271,24.625
02/21/2016 06:45:48,7.8903,54885.75781,29638.30664,36.344,24.61875
02/21/2016 06:55:50,7.8869,54938.77344,29666.9375,36.384,24.56875
02/21/2016 07:00:51,7.886,54845.05859,29616.33008,36.313,24.5625
02/21/2016 07:05:52,7.8837,54813.46875,29599.27344,36.291,24.5625
02/21/2016 07:10:53,7.8823,54877.73828,29633.97852,36.337,24.5625
02/21/2016 07:15:54,7.8791,55066.65234,29735.99023,36.479,24.5625
02/21/2016 07:20:55,7.8809,54914.74219,29653.96094,36.364,24.5625
02/21/2016 07:25:56,7.879,54982.07813,29690.32031,36.416,24.53125
02/21/2016 07:30:57,7.879,54929.42969,29661.89258,36.375,24.50625
02/21/2016 07:36:06,7.8745,54910.90625,29651.88867,36.362,24.5
02/21/2016 07:40:59,7.8736,54957.1875,29676.88281,36.397,24.5
02/21/2016 07:46:00,7.8738,54956.82422,29676.6875,36.395,24.5
02/21/2016 07:51:01,7.8717,54806.99609,29595.77539,36.285,24.5
02/21/2016 07:56:02,7.8694,54864.6875,29626.93164,36.327,24.48125
02/21/2016 08:01:03,7.8703,54898.66406,29645.27734,36.351,24.45
02/21/2016 08:06:04,7.8681,54838.13281,29612.5918,36.306,24.44375
02/21/2016 08:11:05,7.8653,54824.85156,29605.41992,36.296,24.4375
02/21/2016 08:21:07,7.8643,54854.33594,29621.3418,36.318,24.4375
02/21/2016 08:26:08,7.8619,54952.41406,29674.30469,36.389,24.43125
02/21/2016 08:31:09,7.8605,54871.26563,29630.48242,36.332,24.4375
02/21/2016 08:36:10,7.8576,54871.21484,29630.45508,36.329,24.4
02/21/2016 08:41:11,7.8582,54871.73438,29630.73438,36.331,24.38125
02/21/2016 08:46:12,7.856,54910.50781,29651.67188,36.361,24.375
02/21/2016 08:51:13,7.8556,54837.63672,29612.32031,36.305,24.375
02/21/2016 08:56:14,7.853,54926.43359,29660.27148,36.372,24.375
02/21/2016 09:01:15,7.855,54955.64453,29676.04492,36.393,24.375
02/21/2016 09:11:17,7.851,54937.79297,29666.40625,36.382,24.35625
02/21/2016 09:16:18,7.8497,54887.39844,29639.19141,36.341,24.375
02/21/2016 09:31:21,7.8438,54874.96484,29632.47852,36.334,24.3875
02/21/2016 09:46:24,7.8393,54873.41016,29631.64063,36.332,24.41875
02/21/2016 09:51:26,7.8386,54850.39453,29619.21289,36.316,24.43125
02/21/2016 10:01:28,7.8336,54932.51953,29663.55664,36.376,24.4375
02/21/2016 10:11:30,7.8322,54868.47656,29628.97656,36.329,24.475
02/21/2016 10:16:31,7.8284,54866.69922,29628.01953,36.331,24.5
02/21/2016 10:21:32,7.8277,54891.59766,29641.46289,36.346,24.5
02/21/2016 10:26:33,7.8253,54894.20703,29642.87305,36.349,24.5
02/21/2016 10:31:34,7.8255,54914.86328,29654.02539,36.365,24.50625
02/21/2016 10:36:35,7.8257,54925.33203,29659.67773,36.372,24.5125
02/21/2016 10:41:36,7.8266,54912.61328,29652.81055,36.366,24.5625
02/21/2016 10:51:38,7.8224,54859.95313,29624.375,36.325,24.5625
02/21/2016 11:01:40,7.8178,54878.37109,29634.32031,36.339,24.5875
02/21/2016 11:11:42,7.8193,54946.78906,29671.26367,36.391,24.61875
02/21/2016 11:16:43,7.8168,54874.46484,29632.21094,36.336,24.625
02/21/2016 11:21:44,7.8152,54875.34766,29632.68555,36.338,24.625
02/21/2016 11:26:45,7.8151,54900.36328,29646.19531,36.357,24.625
02/21/2016 11:31:46,7.8156,54889.30859,29640.22461,36.348,24.625
02/21/2016 11:36:47,7.813,54859.1875,29623.96094,36.327,24.6625
02/21/2016 11:41:48,7.8136,54916.53906,29654.93164,36.368,24.6375
02/21/2016 11:46:49,7.8108,54889.46484,29640.30859,36.347,24.68125
02/21/2016 11:51:50,7.8111,54858.13281,29623.38867,36.325,24.6875
02/21/2016 11:56:51,7.8101,54865.99609,29627.63477,36.331,24.6875
02/21/2016 12:01:52,7.8103,54903,29647.61914,36.358,24.6875
02/21/2016 12:06:53,7.8076,54939.98047,29667.58789,36.388,24.6875
02/21/2016 12:11:54,7.8085,54876.57031,29633.34766,36.337,24.6875
02/21/2016 12:16:55,7.8063,54892.03125,29641.69531,36.35,24.6875
02/21/2016 12:21:56,7.8071,54940.34375,29667.78516,36.386,24.6875
02/21/2016 12:26:57,7.8051,54882.44922,29636.51953,36.344,24.6875
02/21/2016 12:31:58,7.8042,54875.94531,29633.00977,36.338,24.69375
02/21/2016 12:36:59,7.802,54906.16797,29649.33008,36.362,24.69375
02/21/2016 12:42:00,7.8014,54926.84766,29660.49414,36.376,24.70625
02/21/2016 12:47:01,7.8008,54929.11719,29661.72266,36.379,24.6875
02/21/2016 12:52:02,7.8009,54889.58984,29640.37695,36.348,24.7
02/21/2016 13:02:04,7.7984,54910.35547,29651.5918,36.366,24.75
02/21/2016 13:07:05,7.7988,54863.74609,29626.42188,36.331,24.74375
02/21/2016 13:12:06,7.7971,54883.17969,29636.91602,36.345,24.7375
02/21/2016 13:17:10,7.7986,54922.76563,29658.29102,36.374,24.725
02/21/2016 13:22:08,7.7974,54890.19531,29640.70313,36.35,24.73125
02/21/2016 13:27:09,7.7963,54904.70313,29648.53711,36.361,24.75
02/21/2016 13:32:10,7.7957,54883.00781,29636.82227,36.344,24.75
02/21/2016 13:37:11,7.794,54913.98438,29653.54883,36.368,24.75
02/21/2016 13:42:12,7.7938,54947.16016,29671.46484,36.393,24.75
02/21/2016 13:47:13,7.7937,54911.69531,29652.31445,36.367,24.75
02/21/2016 13:52:14,7.7921,54957.84375,29677.23438,36.4,24.75
02/21/2016 14:07:17,7.7891,54952.1875,29674.17969,36.397,24.79375
02/21/2016 14:12:18,7.7883,54878.94531,29634.63086,36.342,24.79375
02/21/2016 14:17:19,7.7859,54897.94141,29644.88867,36.357,24.79375
02/21/2016 14:22:20,7.7874,54958.91406,29677.8125,36.403,24.80625
02/21/2016 14:27:22,7.7854,54992.48438,29695.93945,36.428,24.8125
02/21/2016 14:32:22,7.7863,54970.71875,29684.1875,36.411,24.80625
02/21/2016 14:42:24,7.7818,54951.33984,29673.72266,36.397,24.8125
02/21/2016 14:47:25,7.7837,54959.44531,29678.09961,36.403,24.8125
02/21/2016 14:52:27,7.783,54886.19141,29638.54297,36.349,24.8125
02/21/2016 14:57:27,7.7823,54922.41797,29658.10352,36.375,24.8125
02/21/2016 15:07:30,7.7806,54911.33594,29652.11914,36.367,24.8125
02/21/2016 15:12:31,7.7806,54997.24219,29698.50977,36.431,24.8125
02/21/2016 15:17:32,7.7832,54948.44531,29672.16016,36.396,24.8125
02/21/2016 15:22:33,7.7829,54954.28125,29675.30859,36.399,24.81875
02/21/2016 15:27:34,7.7831,54952.125,29674.14648,36.397,24.825
02/21/2016 15:32:35,7.7822,55000.875,29700.46875,36.433,24.8125
02/21/2016 15:37:46,7.7836,55062.80469,29733.91016,36.479,24.825
02/21/2016 15:42:37,7.7834,54983.48828,29691.08203,36.421,24.825
02/21/2016 15:47:38,7.7883,55007.91016,29704.26953,36.44,24.8375
02/21/2016 15:52:39,7.7882,55043.26563,29723.36328,36.466,24.81875
02/21/2016 16:02:41,7.79,54985.96875,29692.42188,36.422,24.8625
02/21/2016 16:07:42,7.7961,55030.50781,29716.4707,36.456,24.8625
02/21/2016 16:12:43,7.7993,54953.28906,29674.77539,36.399,24.86875
02/21/2016 16:17:44,7.803,54970.80859,29684.23633,36.411,24.875
02/21/2016 16:22:45,7.8059,55000.66797,29700.35938,36.435,24.875
02/21/2016 16:27:46,7.8093,54977.41406,29687.80469,36.417,24.875
02/21/2016 16:32:47,7.8122,54978.82813,29688.56836,36.418,24.875
02/21/2016 16:37:48,7.82,54996.80078,29698.26953,36.432,24.875
02/21/2016 16:42:49,7.8236,54989.58984,29694.37891,36.425,24.9
02/21/2016 16:47:50,7.8269,54959.99219,29678.39453,36.405,24.9125
02/21/2016 16:52:51,7.8282,55064.34766,29734.74414,36.483,24.875
02/21/2016 16:57:52,7.8339,55154.32031,29783.33008,36.548,24.875
02/21/2016 17:02:53,7.8382,55090.21875,29748.71875,36.502,24.875
02/21/2016 17:07:54,7.8416,54988.01563,29693.52734,36.425,24.875
02/21/2016 17:12:55,7.8439,54942.1875,29668.7793,36.391,24.875
02/21/2016 17:17:56,7.8484,55118.19531,29763.82227,36.523,24.875
02/21/2016 17:22:57,7.8533,55053.75,29729.02539,36.474,24.875
02/21/2016 17:27:58,7.855,55104.17969,29756.25586,36.512,24.875
02/21/2016 17:32:59,7.8601,55039.57813,29721.37109,36.463,24.86875
02/21/2016 17:38:00,7.8634,55095.35156,29751.48828,36.505,24.8625
02/21/2016 17:48:02,7.8722,54995.01172,29697.30273,36.429,24.8375
02/21/2016 17:53:03,7.8719,55031.20703,29716.84961,36.457,24.83125
02/21/2016 17:58:04,7.877,55143.73047,29777.61523,36.539,24.81875
02/21/2016 18:03:05,7.8801,55021.89063,29711.82031,36.45,24.81875
02/21/2016 18:08:06,7.8826,55068.54297,29737.01172,36.485,24.8125
02/21/2016 18:13:07,7.8856,55097.21094,29752.49219,36.504,24.8125
02/21/2016 18:18:08,7.8897,55037,29719.97852,36.461,24.8125
02/21/2016 18:23:09,7.8929,55014.60156,29707.88281,36.443,24.8125
02/21/2016 18:28:10,7.8963,55171.23438,29792.46484,36.561,24.8125
02/21/2016 18:33:11,7.9,55120.54297,29765.08984,36.522,24.8125
02/21/2016 18:38:12,7.9004,55100.66016,29754.35352,36.508,24.8125
02/21/2016 18:53:15,7.9056,54962.99219,29680.01367,36.405,24.8125
02/21/2016 19:03:17,7.9097,54757.26172,29568.91992,36.251,24.80625
02/21/2016 19:08:18,7.9119,54804.77344,29594.57617,36.287,24.80625
02/21/2016 19:13:19,7.9118,54794.59766,29589.08203,36.278,24.78125
02/21/2016 19:18:20,7.9132,54870.77734,29630.21875,36.336,24.79375
02/21/2016 19:23:21,7.9151,54812.86328,29598.94727,36.293,24.7875
02/21/2016 19:48:26,7.9234,54848.58203,29618.23242,36.319,24.75
02/21/2016 19:53:27,7.9257,54811.55469,29598.23828,36.292,24.75
02/21/2016 20:08:31,8.0626,54840.03906,29613.61914,36.314,24.75
02/21/2016 20:13:32,8.068,54755.73438,29568.0957,36.25,24.75
02/21/2016 20:23:34,8.0746,54779.54297,29580.95117,36.267,24.75
02/21/2016 20:33:36,8.0755,54885.07813,29637.93945,36.346,24.7375
02/21/2016 20:38:37,8.0779,54942.95313,29669.19336,36.389,24.7375
02/21/2016 20:43:38,8.0772,54914.82031,29654.00391,36.367,24.71875
02/21/2016 20:48:39,8.0802,54986.93359,29692.94531,36.422,24.69375
02/21/2016 20:58:41,8.0829,55062.49609,29733.74609,36.465,24.69375
02/21/2016 21:08:43,8.0827,55066.71484,29736.02344,36.482,24.6875
02/21/2016 21:13:44,8.0847,55002.26953,29736.61328,36.484,24.6875
02/21/2016 21:18:45,8.0828,55102.38672,29755.28516,36.508,24.6875
02/21/2016 21:23:46,8.0848,54976.99219,29693.33789,36.422,24.6875
02/21/2016 21:28:47,8.0854,55004.80078,29702.58984,36.437,24.68125
02/21/2016 21:43:50,8.0881,54857.91406,29623.27344,36.325,24.65625
02/21/2016 21:48:51,8.0924,54817.27344,29601.32617,36.293,24.6375
02/21/2016 21:53:52,8.0935,8366.50781,4517.91309,4.673,24.625
02/21/2016 21:58:53,8.092,11065.97363,5996.70801,6.145,24.5625
02/21/2016 22:03:54,8.093,7461.07715,4028.97998,4.17,24.5625
02/21/2016 22:08:55,8.095,55039.1875,29721.16211,36.458,24.5625
02/21/2016 22:13:56,8.1098,54677.58594,29525.89453,36.178,24
02/21/2016 22:23:58,8.1347,55233.53125,29826.10938,36.567,22.775
02/21/2016 22:28:59,8.1439,55520.45313,29981.04492,36.774,22.45
02/21/2016 22:34:00,8.1438,55454.26563,29945.30273,36.723,22.41875
02/21/2016 22:39:01,8.1472,55506.66016,29973.59375,36.76,22.375
02/21/2016 22:44:02,8.1483,55477.17969,29957.67578,36.739,22.375
02/21/2016 22:49:03,8.1517,55488.80859,29963.95508,36.747,22.375
02/21/2016 22:54:04,8.1493,55503.13672,29971.69141,36.759,22.39375
02/21/2016 22:59:05,8.152,55504.99609,29972.69531,36.761,22.4375
02/21/2016 23:04:06,8.1507,55473.9375,29955.92578,36.739,22.48125
